icd_code,icd_version,long_title
S72009D,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72009E,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72009F,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72009G,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72009H,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72009J,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72009K,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72009M,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72009N,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72009P,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with malunion"
S72009Q,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72009R,10,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72009S,10,"Fracture of unspecified part of neck of unspecified femur, sequela"
S7201,10,Unspecified intracapsular fracture of femur
S72011,10,Unspecified intracapsular fracture of right femur
S72011A,10,"Unspecified intracapsular fracture of right femur, initial encounter for closed fracture"
S72011B,10,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type I or II"
S72011C,10,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72011D,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with routine healing"
S72011E,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72011F,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72011G,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with delayed healing"
S72011H,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72011J,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72011K,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with nonunion"
S72011M,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72011N,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72011P,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with malunion"
S72011Q,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
S72011R,10,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72011S,10,"Unspecified intracapsular fracture of right femur, sequela"
S72012,10,Unspecified intracapsular fracture of left femur
S72012A,10,"Unspecified intracapsular fracture of left femur, initial encounter for closed fracture"
S72012B,10,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type I or II"
S72012C,10,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72012D,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with routine healing"
S72012E,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72012F,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72012G,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with delayed healing"
S72012H,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72012J,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72012K,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with nonunion"
S72012M,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72012N,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72012P,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with malunion"
S72012Q,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
S72012R,10,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72012S,10,"Unspecified intracapsular fracture of left femur, sequela"
S72019,10,Unspecified intracapsular fracture of unspecified femur
S72019A,10,"Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture"
S72019B,10,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type I or II"
S72019C,10,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72019D,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72019E,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72019F,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72019G,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72019H,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72019J,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72019K,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72019M,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72019N,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72019P,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
S72019Q,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72019R,10,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72019S,10,"Unspecified intracapsular fracture of unspecified femur, sequela"
S7202,10,Fracture of epiphysis (separation) (upper) of femur
S72021,10,Displaced fracture of epiphysis (separation) (upper) of right femur
S72021A,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture"
S72021B,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II"
S72021C,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72021D,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with routine healing"
S72021E,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72021F,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72021G,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with delayed healing"
S72021H,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72021J,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72021K,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion"
S72021M,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72021N,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72021P,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with malunion"
S72021Q,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with malunion"
S72021R,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72021S,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, sequela"
S72022,10,Displaced fracture of epiphysis (separation) (upper) of left femur
S72022A,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture"
S72022B,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II"
S72022C,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72022D,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with routine healing"
S72022E,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72022F,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72022G,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with delayed healing"
S72022H,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72022J,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72022K,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion"
S72022M,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72022N,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72022P,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with malunion"
S72022Q,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion"
S72022R,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72022S,10,"Displaced fracture of epiphysis (separation) (upper) of left femur, sequela"
S72023,10,Displaced fracture of epiphysis (separation) (upper) of unspecified femur
S72023A,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture"
S72023B,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II"
S72023C,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72023D,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72023E,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72023F,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72023G,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72023H,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72023J,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72023K,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72023M,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72023N,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72023P,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with malunion"
S72023Q,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72023R,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72023S,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, sequela"
S72024,10,Nondisplaced fracture of epiphysis (separation) (upper) of right femur
S72024A,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture"
S72024B,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II"
S72024C,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72024D,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with routine healing"
S72024E,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72024F,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72024G,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with delayed healing"
S72024H,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72024J,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72024K,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion"
S72024M,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72024N,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72024P,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with malunion"
S72024Q,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with malunion"
S72024R,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72024S,10,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, sequela"
S72025,10,Nondisplaced fracture of epiphysis (separation) (upper) of left femur
S72025A,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture"
S72025B,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II"
S72025C,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72025D,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with routine healing"
S72025E,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72025F,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72025G,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with delayed healing"
S72025H,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72025J,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72025K,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion"
S72025M,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72025N,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72025P,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with malunion"
S72025Q,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion"
S72025R,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72025S,10,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, sequela"
S72026,10,Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur
S72026A,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture"
S72026B,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II"
S72026C,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72026D,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72026E,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72026F,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72026G,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72026H,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72026J,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72026K,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72026M,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72026N,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72026P,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with malunion"
S72026Q,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72026R,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72026S,10,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, sequela"
S7203,10,Midcervical fracture of femur
S72031,10,Displaced midcervical fracture of right femur
S72031A,10,"Displaced midcervical fracture of right femur, initial encounter for closed fracture"
S72031B,10,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II"
S72031C,10,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72031D,10,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing"
S72031E,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
S72031F,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72031G,10,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with delayed healing"
S72031H,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72031J,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72031K,10,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with nonunion"
S72031M,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72031N,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72031P,10,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with malunion"
S72031Q,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
S72031R,10,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72031S,10,"Displaced midcervical fracture of right femur, sequela"
S72032,10,Displaced midcervical fracture of left femur
S72032A,10,"Displaced midcervical fracture of left femur, initial encounter for closed fracture"
S72032B,10,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II"
S72032C,10,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72032D,10,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with routine healing"
S72032E,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72032F,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72032G,10,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with delayed healing"
S72032H,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
S72032J,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72032K,10,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion"
S72032M,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72032N,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72032P,10,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion"
S72032Q,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
S72032R,10,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72032S,10,"Displaced midcervical fracture of left femur, sequela"
S72033,10,Displaced midcervical fracture of unspecified femur
S72033A,10,"Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture"
S72033B,10,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II"
S72033C,10,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72033D,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
S72033E,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
S72033F,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72033G,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72033H,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
S72033J,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72033K,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72033M,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72033N,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72033P,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
S72033Q,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
S72033R,10,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72033S,10,"Displaced midcervical fracture of unspecified femur, sequela"
S72034,10,Nondisplaced midcervical fracture of right femur
