pair_id,treated_row_index,control_row_index,treated_propensity_score,control_propensity_score,logit_distance
81,312,308,0.6484423332934096,0.7209809343926258,0.3371332587736735
82,312,186,0.6484423332934096,0.721301614278141,0.3387279153381285
83,165,367,0.6532294969160592,0.712369004535165,0.27365231820064695
84,165,335,0.6532294969160592,0.7239545513963931,0.33089776419757555
85,393,337,0.6589607263100568,0.7266017030720153,0.3187824745619888
86,393,127,0.6589607263100568,0.7306016599079566,0.33901098980393274
87,34,32,0.6605304449250853,0.7287185200385718,0.32247163680013624
88,34,364,0.6605304449250853,0.7314049807484887,0.33610362557462636
89,117,59,0.6676253356431607,0.7316403682742462,0.30549680101059085
90,117,443,0.6676253356431607,0.7378732459750024,0.33747957399676654
91,4,362,0.6700159271961267,0.7342726970628978,0.3081527805292892
92,4,294,0.6700159271961267,0.7353051666868835,0.313450920829633
93,65,235,0.6764589964452001,0.7443035717471894,0.33091208569531716
94,65,167,0.6764589964452001,0.7453078670268916,0.3361959044979197
95,119,81,0.6849663601710956,0.7455746151182212,0.2984573051307453
96,119,237,0.6849663601710956,0.7468211198208662,0.3050391149299365
97,252,156,0.6981429079993208,0.7379348572948629,0.1967923213429441
98,252,154,0.6981429079993208,0.7407603171758241,0.2114539433164817
99,387,29,0.7158729923458444,0.7531027257003141,0.1911478658195067
100,387,297,0.7158729923458444,0.779476865250888,0.338538982225536
101,233,89,0.7289333842687141,0.7851813063346528,0.3069025244624527
102,233,351,0.7289333842687141,0.7861318332257068,0.31254697998588943
103,287,197,0.7365982249356944,0.7968790098308092,0.3385389822255358
104,287,389,0.7365982249356944,0.7968946541047757,0.3386356364148353
105,244,86,0.7402257826509347,0.7417737009998263,0.008065490676604226
106,244,16,0.7402257826509347,0.7994710957800228,0.3358495892748268
107,69,251,0.7669749539479256,0.8031414454281288,0.21473716622032124
108,69,43,0.7669749539479256,0.8083864374702181,0.24825135501366224
109,365,289,0.7785648053455733,0.8132537862486476,0.2139704117428245
110,365,397,0.7785648053455733,0.8303323733568512,0.3306624246615233
111,358,424,0.7850109673556375,0.8337302571592726,0.31718781799753404
112,358,354,0.7850109673556375,0.8364768030918187,0.3371332587736735
113,417,51,0.8384696744796234,0.8403094343896379,0.01364670544275226
114,417,189,0.8384696744796234,0.8789724239589631,0.3358495892748259
115,21,243,0.8495483825728191,0.8830752060998648,0.2908160871027863
116,21,35,0.8495483825728191,0.8864900390510333,0.3243159543983838
117,41,281,0.8569228836667062,0.889644248131151,0.29714823586818206
118,41,143,0.8569228836667062,0.8934199197141408,0.3361959044979208
119,320,408,0.8802991010598527,0.8815452774159312,0.011879950099535908
120,320,262,0.8802991010598527,0.9112270176433831,0.33344409653552765
121,151,181,0.9127071931776806,0.8994752322677652,0.15573968154843598
122,151,427,0.9127071931776806,0.9358089289541442,0.33240014183873656
