group,time,at_risk,target_events,all_events,cumulative_incidence,survival_free_of_any_event
1,24.066,113,1,1,0.2222222222222223,0.7777777777777781
1,24.087,112,1,1,0.22916666666666674,0.7708333333333337
1,24.159,111,1,1,0.2361111111111112,0.7638888888888893
1,24.174,110,1,1,0.24305555555555564,0.7569444444444449
1,24.523,109,1,1,0.2500000000000001,0.7500000000000004
1,25.926,108,1,1,0.2569444444444446,0.7430555555555559
1,27.043,107,1,1,0.26388888888888906,0.7361111111111115
1,27.553,106,1,1,0.27083333333333354,0.7291666666666671
1,28.107,105,1,1,0.277777777777778,0.7222222222222227
1,28.189,104,1,1,0.2847222222222225,0.7152777777777782
1,28.689,103,1,1,0.29166666666666696,0.7083333333333338
1,29.239,102,1,1,0.29861111111111144,0.7013888888888894
1,30.078,101,1,1,0.3055555555555559,0.694444444444445
1,33.029,100,1,1,0.3125000000000004,0.6875000000000006
1,33.782,99,1,1,0.31944444444444486,0.6805555555555561
1,34.385,98,1,1,0.32638888888888934,0.6736111111111117
1,34.646,97,1,1,0.3333333333333338,0.6666666666666673
1,34.704,96,1,1,0.3402777777777783,0.6597222222222229
1,37.127,95,1,1,0.34722222222222276,0.6527777777777785
1,37.854,93,1,1,0.3542413381123064,0.6457586618876948
1,43.657,91,1,1,0.3613375871440393,0.6386624128559619
1,43.899,90,1,1,0.3684338361757722,0.631566163824229
1,44.269,89,1,1,0.3755300852075051,0.6244699147924961
1,44.567,88,0,1,0.3755300852075051,0.6173736657607632
1,45.264,87,1,1,0.382626334239238,0.6102774167290304
1,45.782,86,0,1,0.382626334239238,0.6031811676972975
1,46.93,85,1,1,0.38972258327097087,0.5960849186655646
1,46.983,84,1,1,0.39681883230270376,0.5889886696338317
1,47.933,83,1,1,0.40391508133443665,0.5818924206020988
1,48.805,82,1,1,0.41101133036616955,0.5747961715703659
1,49.313,81,1,1,0.41810757939790244,0.567699922538633
1,52.601,80,1,1,0.42520382842963533,0.5606036735069001
1,53.299,78,1,1,0.43239105501305714,0.5534164469234784
1,54.297,77,1,1,0.43957828159647894,0.5462292203400566
1,54.694,76,1,1,0.44676550817990074,0.5390419937566348
1,56.672,75,1,1,0.45395273476332254,0.531854767173213
1,56.953,74,1,1,0.46113996134674434,0.5246675405897913
1,58.242,73,1,1,0.46832718793016614,0.5174803140063694
1,59.301,72,1,1,0.47551441451358795,0.5102930874229477
1,60.324,71,1,1,0.48270164109700975,0.5031058608395259
1,61.411,70,1,1,0.48988886768043155,0.49591863425610416
1,62.406,69,1,1,0.49707609426385335,0.48873140767268236
1,66.245,65,1,1,0.5045950389972792,0.4812124629392565
1,67.073,64,1,1,0.512113983730705,0.4736935182058306
1,68.498,63,1,1,0.5196329284641309,0.46617457347240476
1,68.993,62,0,1,0.5196329284641309,0.45865562873897886
1,69.298,61,0,1,0.5196329284641309,0.45113668400555296
1,69.564,60,1,1,0.5271518731975567,0.44361773927212705
1,69.758,59,1,1,0.5346708179309826,0.4360987945387012
1,70.514,58,0,1,0.5346708179309826,0.4285798498052753
1,72.304,57,1,1,0.5421897626644084,0.4210609050718494
1,72.534,56,1,1,0.5497087073978343,0.4135419603384235
1,73.179,55,1,1,0.5572276521312601,0.4060230156049976
1,76.341,53,1,1,0.5648884637464487,0.398362203989809
1,77.185,52,1,1,0.5725492753616374,0.3907013923746203
1,78.202,51,1,1,0.580210086976826,0.38304058075943165
1,81.156,47,0,1,0.580210086976826,0.3748907811688054
1,81.207,46,1,1,0.5883598865674522,0.36674098157817925
1,84.113,43,1,1,0.596888746604154,0.3582121215414774
1,84.255,41,1,1,0.6056256276173608,0.3494752405282706
1,87.074,40,1,1,0.6143625086305676,0.3407383595150638
1,89.315,39,1,1,0.6230993896437744,0.332001478501857
1,89.688,38,1,1,0.6318362706569812,0.3232645974886503
1,89.722,37,1,1,0.640573151670188,0.31452771647544353
1,91.547,36,0,1,0.640573151670188,0.3057908354622368
1,92.771,34,0,1,0.640573151670188,0.2967969873604063
1,95.714,32,1,1,0.6498480575252007,0.2875220815053936
1,99.195,30,1,1,0.6594321269087138,0.27793801212188046
1,101.656,27,0,1,0.6594321269087138,0.26764401167292196
1,110.158,26,1,1,0.6697261273576723,0.25735001122396345
1,118.049,22,1,1,0.6814238551405798,0.24565228344105602
1,121.047,21,0,1,0.6814238551405798,0.23395455565814857
1,122.02,20,1,1,0.6931215829234872,0.22225682787524112
1,122.814,19,0,1,0.6931215829234872,0.2105591000923337
1,138.45,14,1,1,0.7081615186443683,0.19551916437145272
1,153.419,13,1,1,0.7232014543652493,0.18047922865057175
1,162.429,10,0,1,0.7232014543652493,0.1624313057855146
1,180.363,8,1,1,0.7435053675884387,0.14212739256232526
1,202.146,6,1,1,0.7671932663488262,0.11843949380193772
1,228.595,3,1,1,0.8066730976161388,0.07895966253462515
1,341.921,2,1,1,0.8461529288834514,0.039479831267312575
1,354.29,1,1,1,0.885632760150764,0.0
