row_index,treatment,propensity_score,analysis_weight
263,1,0.9042352964427676,0.7802787154308047
264,1,0.8405034159471602,0.8394440072090221
265,1,0.7571059721235263,0.9319112271385439
266,1,0.8282379589858687,0.8518754156347399
267,1,0.9477424212754606,0.7444591902998573
268,1,0.8548519464725349,0.8253540960712125
269,1,0.95579769427412,0.7381850362083049
270,0,0.43269440167842055,0.5190226313922913
271,1,0.5773021350813828,1.2221599621419947
272,0,0.30724823778087706,0.42503600929319507
273,1,0.6195360810488401,1.1388449795548459
274,1,0.715834478946669,0.9856406422246683
275,0,0.6041778475881038,0.7438806611764436
276,1,0.7547068965859393,0.9348736029142848
277,0,0.3350540618783605,0.44280959934306907
278,0,0.5727193480084565,0.6891125143908268
279,1,0.44817832736108065,1.5742741504479658
280,1,0.6207983726576668,1.1365293251898185
281,0,0.857359959333771,2.0642481807294946
282,1,0.5996843903748269,1.176544807368681
283,0,0.6093709164630671,0.7537698979769013
284,1,0.33624899329231617,2.098312767117149
285,1,0.6503413887521887,1.0849002812343014
286,0,0.44354498705959533,0.5291433046645567
287,1,0.7498702237294272,0.9409035500123265
288,1,0.8580140402783232,0.8223123660385406
289,0,0.7813911434333833,1.3469008029632064
290,1,0.6048978598701752,1.16640445001241
291,0,0.4812405174440659,0.567593372932121
292,1,0.6515589577928184,1.0828729267197137
293,1,0.9219074558688704,0.7653214550592722
294,0,0.7463362954820084,1.1607669493116637
295,1,0.9171222591507538,0.7693146126546891
296,0,0.49874038068201276,0.5874090652765225
297,0,0.7850862535880105,1.3700586833565995
298,1,0.4765605598714149,1.4805160455282491
299,1,0.7739727030377411,0.9116026350623773
300,1,0.8734543603402206,0.8077760986627092
301,1,0.8753166543123981,0.8060575016818368
302,1,0.7504346874781099,0.9401958189414539
303,1,0.645643378603552,1.0927945347810835
304,1,0.7859890219353138,0.8976659162723295
305,0,0.6847774472490095,0.9340843219331462
306,1,0.7706751633992536,0.915503170549221
307,1,0.9266840729679895,0.7613765857610976
308,0,0.6614982725176455,0.8698462091594297
309,1,0.877672697786857,0.8038937035807168
310,0,0.6413412095794868,0.8209597877113788
311,1,0.8705575508202885,0.8104640007897712
312,1,0.6859330129303562,1.0286070829881337
313,1,0.8891185518685514,0.7935449711096186
314,1,0.9253997168382587,0.7624332952750109
315,1,0.675442224115463,1.04458313437471
316,0,0.8782468613822704,2.4183725182552918
317,1,0.8101263926155389,0.8709203427845741
318,1,0.8684295632289758,0.812449950381899
319,1,0.9612778421732772,0.7339767178658989
320,1,0.8896457473080447,0.7930747240578369
321,1,0.891246195275293,0.7916505666962423
322,1,0.6713176618702255,1.0510010321938301
323,1,0.9296231005483448,0.7589694739076284
324,0,0.37776111592732153,0.4732016143337851
325,1,0.6903023645461601,1.0220963910784568
326,1,0.7751888118158397,0.910172521585842
327,0,0.366483703471854,0.46477801132833646
328,1,0.5383347080849196,1.3106261679940907
329,0,0.40818823806991245,0.4975305720254137
330,1,0.51620739586326,1.366806367381944
331,1,0.5264552543575828,1.3402004248519153
332,0,0.6914468026540097,0.954274488085355
333,1,0.8916287737042908,0.7913108867318289
334,0,0.36214067310711645,0.4616134499102351
335,0,0.6810545522830306,0.9231812103044433
336,1,0.4094833744841782,1.7230383442168717
337,0,0.7179860944067488,1.0440777515032247
338,1,0.5217778551737188,1.3522144501909736
339,1,0.8040613438602792,0.8774897101360455
340,0,0.6960708874019099,0.9687931568234202
341,1,0.5753116982302248,1.226388334751383
342,1,0.676967202483279,1.042230041525509
343,0,0.559437746530967,0.6683378844328088
344,1,0.7190698647433195,0.9812058468163063
345,1,0.9038233929678116,0.7806343153376237
346,1,0.5272060109181607,1.3382919408046745
347,1,0.8074676802737493,0.87378798284082
348,0,0.5766204460899579,0.6954621254738407
349,1,0.8333434127150555,0.8466564261386988
350,1,0.5548106364301678,1.2717051715073988
351,0,0.8241664199318335,1.6745632110220088
352,1,0.7234455537104892,0.9752711201787372
353,1,0.7268250063648202,0.9707364900450486
354,0,0.8045353926475127,1.5063824005410031
355,1,0.7137969797241426,0.9884541061356522
356,1,0.834086310607212,0.8459023323880158
357,1,0.748338154367597,0.9428298576487846
358,1,0.8214322133837411,0.8589333898279292
359,1,0.8272983079010077,0.8528429815669109
