row_index,treatment,propensity_score,analysis_weight
50,0,0.25545977658157715,0.5745529446531618
51,1,0.9712449598861064,0.5891636465113025
52,0,0.0886351374097496,0.46938146875880454
53,1,0.7662486513924548,0.7467839860890577
54,0,0.8922411326829808,3.969768692160477
55,1,0.24676780940744802,2.3188689950941033
56,1,0.668960827303727,0.8553897311574826
57,0,0.024121022042679467,0.4383512581377549
58,1,0.4461365023773218,1.2826169102349372
59,1,0.9855646647296603,0.5806034273552029
60,0,0.1642904932191158,0.5118737722938665
61,1,0.868871654294882,0.6585808380256108
62,0,0.09156995174877586,0.47089787331591754
63,1,0.9084498566240417,0.629888615260175
64,0,0.02777832610870946,0.4400002481590531
65,1,0.391951900086661,1.459929705904483
66,1,0.9545595206844598,0.5994620658247843
67,0,0.4539014352566368,0.7833343747731882
68,1,0.8845198107849782,0.646929797665466
69,0,0.0746448365168359,0.4622849632864893
70,0,0.7532764532773666,1.7338344209954373
71,0,0.10778176662686957,0.47945419828567754
72,0,0.42697893887743177,0.7465306370061621
73,1,0.9438544801190699,0.6062610648942777
74,0,0.20365446299661807,0.5371760848782922
75,1,0.9559011399601866,0.5986207132738176
76,0,0.09771541674516708,0.4741051611838969
77,1,0.7095794171358542,0.8064244937260716
78,0,0.03583659254596203,0.44367767379532097
79,1,0.7590608839115698,0.7538555000666927
80,1,0.9510586081488476,0.6016687271628851
81,0,0.1698867640933884,0.5153246078657914
82,1,0.8856613609899353,0.6460959543076701
83,0,0.31407313743766613,0.6236492563941588
84,1,0.7385159370177863,0.7748271818383804
85,1,0.9845485785913061,0.58120262896622
86,0,0.4922128031845042,0.8424351390907767
87,1,0.9879750964149505,0.579186888716766
88,0,0.21553741636700707,0.5453131694269712
89,0,0.8610870996070186,3.0794676129258276
90,0,0.0861729499805517,0.4681167818009696
91,1,0.9227274304651439,0.6201422037857559
92,1,0.9866052783918237,0.5799910407482819
93,1,0.43684588307911665,1.3098949638460657
94,1,0.961947338136659,0.594858158587606
95,1,0.5373953262216227,1.0648068457265236
96,1,0.8775332861533461,0.652080361225441
97,0,0.07016832534012023,0.460059373578829
98,1,0.7860546687548243,0.7279674620197467
99,1,0.996799156144672,0.5740596976781267
100,1,0.472765533793336,1.2103721217383892
101,1,0.9591760481247633,0.5965768467018594
102,0,0.26331140737830616,0.5806765328826685
103,1,0.9680465840793112,0.5911102127037107
104,0,0.0802334415010316,0.465093858680727
105,0,0.6630762623649965,1.2696575812096635
106,1,0.989671293426994,0.5781942206697277
107,1,0.8149224870328395,0.7021799389849981
108,0,0.6779491475410406,1.328292642331359
109,0,0.021689064241495425,0.43726157210551153
110,0,0.41944361299906874,0.7368410499927747
111,1,0.9839326971567716,0.5815664261140506
112,0,0.1498969596848038,0.5032069731443013
113,1,0.8559750040483415,0.6685034253522498
114,0,0.09502728995219267,0.4726968813846104
115,1,0.8989932630767077,0.63651447204827
116,0,0.02498706882841312,0.4387406198436313
117,0,0.3663565456330781,0.6751080198645372
118,1,0.949601554302688,0.6025919182940015
119,1,0.42710221744696997,1.339778158125041
120,1,0.8422903487344151,0.6793645719460228
121,0,0.07751767507876983,0.46372463322189433
122,1,0.7325108794862022,0.7811791445658668
123,0,0.09775984806667226,0.47412850875804186
124,0,0.4006032215875395,0.7136804754119195
125,1,0.9378046006327344,0.6101721209686382
126,0,0.2103637199135565,0.5417402778541887
127,0,0.9575923988145344,10.0872901512852
128,0,0.08853662039726666,0.4693307348938443
129,1,0.686665880918726,0.8333342869120223
130,0,0.03226248425062833,0.44203905585547776
131,1,0.7386132223750433,0.7747251266125679
132,1,0.9529264397694751,0.6004893959712672
133,0,0.1757290517197048,0.5189771381246243
134,1,0.8741768742964628,0.6545840310437706
135,0,0.21562261874691924,0.5453724036437437
136,1,0.7169748120434254,0.7981064503386823
137,1,0.9828037430612344,0.5822344758678533
138,1,0.4650779926854229,1.2303790573235558
139,1,0.9884511313611952,0.5789079541385272
140,0,0.1977163353973225,0.533200159309775
141,1,0.8475591537962814,0.6751413392908279
142,0,0.07798467305089965,0.4639595083449119
143,0,0.9146069985134515,5.009517997153003
144,1,0.9850891761285165,0.5808836764110065
145,0,0.4469259844346068,0.7734548464376357
146,1,0.9634155906137877,0.593951590359527
147,1,0.5102727078167187,1.1214047184113844
148,1,0.8653565082195,0.661256045094742
149,0,0.0633953288238984,0.45673248377099596
150,1,0.6880654202422264,0.8316392677033199
151,1,0.9969269558516187,0.5739861068691887
152,1,0.48296365748175646,1.1848142471130707
153,1,0.9546978813930089,0.5993751880828385
154,0,0.24276267149332162,0.5649190308953517
155,1,0.9645054592240522,0.5932804389542563
156,0,0.0725647291039444,0.46124812286303696
157,1,0.6383636303228927,0.8963891347205741
158,1,0.9900808544625755,0.5779550424018949
159,0,0.7979537074315851,2.117226563971363
160,1,0.9605687995060892,0.5957118558467136
161,0,0.20417302875528892,0.5375261121254953
162,0,0.3932139573333718,0.7049894817913624
163,1,0.982119576922229,0.5826400732337044
164,0,0.15518032016261912,0.5063539450928992
165,1,0.8056012583394864,0.7103045288207376
166,0,0.08607691118685643,0.46806759016593713
167,1,0.8886795561175864,0.6439016384287207
168,0,0.022469803952975657,0.4376108068146055
169,0,0.3414939095846795,0.6496185593484457
170,1,0.9515221594117961,0.6013756133393191
171,1,0.43713200599977403,1.3090375775927925
172,1,0.8272990230255286,0.6916752060573443
173,1,0.07008875546113141,8.164251433163985
174,1,0.7106688660658086,0.805188252286873
175,0,0.08857728783201077,0.4693516763042128
176,1,0.41045656550366083,1.3941115097527137
177,1,0.9401464329427881,0.608652229239532
178,0,0.19286524037995526,0.5299954842474538
179,1,0.9529490357866605,0.600475157362274
180,0,0.05510410474973058,0.45272477098069586
181,0,0.6628036079801022,1.26863094594599
182,0,0.02903410011473466,0.4405693112686309
183,1,0.7464272170646844,0.766614894446747
184,1,0.9478000334838972,0.6037372884645968
185,0,0.16052587651925163,0.5095782774149894
186,1,0.8617189589644516,0.6640473860641007
187,0,0.19779626933752056,0.5332532889425838
188,1,0.6943934587417105,0.82406050203746
189,1,0.9834810756371527,0.5818334855619925
190,1,0.47525976892096666,1.204019905832551
191,1,0.9871412318172633,0.5796761433708914
192,1,0.18102870573776803,3.1609474303546294
193,1,0.8329693441294397,0.6869667248321943
194,0,0.07051441965588057,0.46023067686472713
195,1,0.881911096451106,0.6488434316394235
196,1,0.9856778010508879,0.5805367855623238
197,0,0.42022169755466077,0.7378299187353742
198,1,0.9593827855766662,0.5964482903226898
199,1,0.4830894728868224,1.184505675113897
200,1,0.8521729581871053,0.6714860131675097
201,0,0.057235853241015947,0.4537484579238443
202,0,0.6967701458566908,1.4107376695686638
203,1,0.9965750730211128,0.5741887768550473
204,0,0.4558809680424711,0.7861841851750702
205,1,0.949754216773876,0.6024950583172413
206,0,0.22333140657049516,0.5507854719460927
207,1,0.9605878787990806,0.5957000237579615
208,0,0.0753640311322178,0.4626445349098761
209,1,0.6477452619451619,0.8834062645303711
210,1,0.9835865488148849,0.5817710936690704
211,1,0.7798494419865383,0.7337598662179973
212,1,0.956236439420669,0.5984108099550149
213,0,0.18706750903290406,0.5262156237215674
214,1,0.8970087511356736,0.637922675222232
215,1,0.9986472345178897,0.572997353263057
216,0,0.14144983957678497,0.49825601053630736
217,1,0.7880001900180342,0.726170157660909
218,0,0.07789698209872371,0.4639153863213766
219,1,0.8774562793518453,0.6521375887182758
220,0,0.02338534099192353,0.43802104937914943
221,0,0.3507441334216441,0.6588739506232112
222,1,0.9462514499001746,0.6047253320273265
223,0,0.41057849174273775,0.7257586833615639
224,0,0.8112020908973427,2.265797221012534
225,0,0.043291511518322945,0.4471349245125577
226,1,0.6878034669295757,0.8319560015838247
227,0,0.09193306902254302,0.47108617568234906
228,1,0.3844167800930473,1.4885464211102255
229,1,0.9337250538894898,0.612838029609032
230,1,0.17649697787711105,3.2421077635711213
231,1,0.9478249555210561,0.603721413842337
232,0,0.04970744922918264,0.45015377362559716
233,1,0.6718771069178884,0.8516769158085852
234,0,0.030208835335559514,0.44110298522444685
235,0,0.7252954011932586,1.557228308648468
236,1,0.9421492432599814,0.6073583631423883
237,0,0.14640438245456022,0.5011480483087247
238,1,0.8482417017434687,0.6745980786444259
239,0,0.20436205917734024,0.5376538194438939
240,0,0.6130529523423451,1.105520200676779
241,1,0.9816179441287691,0.5829378177576976
242,0,0.4482345659874334,0.7752891924868839
243,1,0.9856849120886791,0.5805325973892366
244,0,0.16545906791759937,0.5125905289155308
245,1,0.817284198835479,0.7001508447582402
246,1,0.07324087384004921,7.81288087130007
247,1,0.8701051693791101,0.6576471929600748
248,1,0.9840584170669626,0.5814921271927741
249,1,0.3939764044207628,1.4524276474463549
250,1,0.9549262311376577,0.5992318606019456
251,0,0.45600595065610994,0.7863648109638691
252,1,0.8572482677023037,0.6675105028277964
253,0,0.059481744824927726,0.4548319773954301
254,0,0.6733112751706076,1.309435389914903
255,1,0.9943082467400978,0.5754978137798704
256,0,0.42905670105618243,0.7492473921125263
257,1,0.944302540793856,0.6059734010046892
258,0,0.23050127363097375,0.5559174604437612
259,1,0.9621065193677232,0.5947597388678698
260,0,0.06812626387984164,0.4590512224958972
261,0,0.6225482458048519,1.133331009919245
262,1,0.9817350924534944,0.5828682570490152
263,1,0.7606096281158452,0.752320508536962
264,1,0.9579154051694184,0.5973619582002839
265,1,0.19336300422733824,2.959315948305481
266,1,0.8865179867551579,0.6454716438599015
267,1,0.9984920364266621,0.5730864156614144
268,1,0.6559517782274652,0.8723540986023396
269,1,0.9772797943302157,0.5855254815888197
270,0,0.04826935710413301,0.4494735784445924
271,1,0.8817839608156782,0.6489369819030258
272,0,0.021025958761871105,0.4369653941352299
273,1,0.3263952542181348,1.753157298787799
274,1,0.9404435550501578,0.6084599327087772
275,0,0.38453601652499364,0.6950492462003661
276,1,0.7939784426137023,0.7207024668560528
277,0,0.04501636446847349,0.4479425215906286
278,0,0.6965122782755437,1.4095389933638485
279,0,0.08324731814719889,0.4666228812259577
280,0,0.3590229482703504,0.6673839205685094
281,0,0.926668493900136,5.833478685071912
282,0,0.16124036177634907,0.5100123542946556
283,1,0.9498096856024913,0.6024598726420076
284,0,0.05167412367784275,0.4510873197268496
285,1,0.5514353649243359,1.0376959089316633
286,0,0.027180180277350436,0.4397297105847793
287,1,0.7031030077727483,0.8138526160411074
288,1,0.9359280916666817,0.6113954985614553
289,0,0.13332785785149723,0.49358662517674284
290,1,0.85342876753081,0.6704979302230566
291,0,0.18724442872157032,0.5263301697272917
292,1,0.5869567738884743,0.9748967005378631
293,1,0.9795490440126491,0.5841690374972516
294,0,0.4215116798976897,0.7394752200046526
295,1,0.9840663191390324,0.581487457799454
296,0,0.17118048931983762,0.5161289910112351
297,0,0.8233089759786075,2.4210498532510942
298,0,0.06619241225859179,0.45810055882330103
299,1,0.857309913632268,0.6674625046592771
300,1,0.9737257136769726,0.5876626386514975
301,1,0.3683289290660068,1.5535630711202608
302,1,0.9566531837659187,0.5981501258059242
303,1,0.46616219711495777,1.2275174301212364
304,1,0.843414461494292,0.6784591068173128
305,0,0.053680718856920995,0.4520438147060219
306,1,0.6489519126039728,0.8817636732529743
307,1,0.9936584127318517,0.5758741785811679
308,0,0.43909720906675,0.762659385356286
309,1,0.9464136875628404,0.6046216678203183
310,0,0.2117769613723304,0.5427115889971414
311,1,0.9579357121189828,0.5973492949296664
312,0,0.061537332350614204,0.45582823113172327
313,0,0.5966711379515188,1.0606178184351156
314,1,0.9796791044303538,0.5840914842773417
315,1,0.6889998923330255,0.830511337650022
316,1,0.9533056847063088,0.6002505087321602
317,0,0.17696175906202935,0.5197544372789573
318,1,0.8751074086115591,0.6538879874529996
319,1,0.998319062966982,0.5731857113111619
320,1,0.6310073809961192,0.9068391899297632
321,1,0.9781698733646229,0.5849926866526183
322,1,0.4053454050563944,1.4116904128779029
323,1,0.9885476136497646,0.5788514526979137
324,0,0.018900011435027383,0.4360185330380814
325,1,0.3029479752987032,1.888846498010154
326,1,0.9340518166429396,0.6126236382461486
327,0,0.39425410612132034,0.7062000454326715
328,1,0.8005841860703543,0.7147558397711543
329,0,0.04056524463895172,0.44586437523497807
330,1,0.5794531390223735,0.9875211362003302
331,0,0.07531412742988097,0.46261956678194993
332,0,0.3343953549002947,0.6426904934139968
333,1,0.9189258315275213,0.6227077339539175
334,0,0.16684506898310109,0.5134432526920989
335,1,0.9443636754449761,0.6059341725025541
336,0,0.04659682002445354,0.44868507548794806
337,0,0.5244074146396016,0.8994626723493028
338,0,0.0244475152829602,0.43849796344053726
339,1,0.6799089975915877,0.8416158989646854
340,1,0.938335933955202,0.6098266106150648
341,0,0.13812210084934506,0.49633222780086966
342,1,0.8392942098073312,0.6817897890104375
343,0,0.1712519851570571,0.5161735173010901
344,1,0.560362752066942,1.021163915894723
345,1,0.9663933600336572,0.5921214340734844
346,1,0.4315090679943234,1.3260954743823596
347,1,0.9846946953611132,0.5811163855334606
348,0,0.15629621442407493,0.5070236558032867
349,1,0.8069269368782179,0.7091375886347222
350,0,0.05977851794827084,0.4549755413419094
351,0,0.843480990667347,2.733072357164063
352,1,0.9747514289895911,0.5870442506715552
353,0,0.37788891312716905,0.6876228165745937
354,0,0.9519121469213576,8.895755380848348
355,1,0.4392213046070285,1.3028107157374564
356,1,0.8285082342958349,0.6906657031701863
357,0,0.048416320693465645,0.44954299561917715
358,1,0.6237910788779055,0.9173299227868937
359,1,0.9939108464903085,0.5757279178940944
